ESTU_CONSECUTIVO;ESTU_GENERO;ESTU_CODIGO_RESIDE_MCPIO;ESTU_RESIDE_MPIO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;DESEMP_INGLES;COLE_CODIGO_COLEGIO_FK
SABER1120121059041;F;15001;TUNJA;57;62;49;55;58;56;52;45;A1;
SABER1120121059042;F;15001;TUNJA;61;79;57;55;55;56;59;92;B+;
SABER1120121059043;F;15001;TUNJA;50;55;57;43;58;58;55;51;A1;
SABER1120121059044;F;15001;TUNJA;61;55;55;43;58;55;57;46;A1;
SABER1120121059045;M;15001;TUNJA;48;57;47;41;39;40;49;53;A2;
SABER1120121059046;F;15759;SOGAMOSO;54;78;52;53;62;56;59;65;B1;
SABER1120121059047;F;15001;TUNJA;63;54;56;47;49;59;51;52;A1;
SABER1120121059048;M;15001;TUNJA;54;49;51;44;53;41;39;51;A1;
SABER1120121059049;M;15759;SOGAMOSO;54;75;58;53;48;52;52;52;A1;
SABER1120121059050;F;15001;TUNJA;27;34;44;32;46;47;42;33;A-;
SABER1120121059051;F;15759;SOGAMOSO;44;37;36;40;42;35;28;35;A-;
SABER1120121059052;M;15001;TUNJA;59;75;73;53;62;60;71;68;B1;
SABER1120121059053;F;11001;BOGOTÁ D.C.;50;54;49;43;53;45;39;37;A-;
SABER1120121059054;M;15001;TUNJA;54;57;58;58;49;54;66;55;A2;
SABER1120121059055;F;15001;TUNJA;56;65;49;43;54;55;60;45;A1;
SABER1120121059056;F;15001;TUNJA;56;49;51;50;45;61;52;51;A1;
SABER1120121059057;F;15759;SOGAMOSO;48;49;45;35;46;37;36;39;A-;
SABER1120121059058;F;15759;SOGAMOSO;39;29;44;33;40;35;37;37;A-;
SABER1120121059059;M;15759;SOGAMOSO;57;62;48;41;46;58;57;55;A2;
SABER1120121059060;F;15001;TUNJA;50;41;46;55;49;55;54;51;A1;
SABER1120121059061;F;15001;TUNJA;63;43;56;37;58;53;48;43;A-;
SABER1120121059062;F;15001;TUNJA;48;52;46;29;46;45;49;46;A1;
SABER1120121059063;F;15001;TUNJA;52;52;42;58;39;49;36;51;A1;
SABER1120121059064;M;15001;TUNJA;61;62;49;55;42;45;54;47;A1;
SABER1120121059065;M;15759;SOGAMOSO;54;43;58;46;55;45;42;31;A-;
SABER1120121059066;F;15001;TUNJA;50;51;49;43;49;52;43;43;A-;
SABER1120121059067;F;15759;SOGAMOSO;46;37;50;37;29;35;36;39;A-;
SABER1120121059068;F;15759;SOGAMOSO;48;37;36;36;40;45;43;43;A1;
SABER1120121059069;F;15001;TUNJA;48;40;51;40;46;48;45;47;A1;
SABER1120121059070;F;15759;SOGAMOSO;52;55;53;43;39;45;47;35;A-;
SABER1120121059071;M;15001;TUNJA;44;54;44;44;46;46;39;39;A-;
SABER1120121059072;F;15001;TUNJA;61;49;47;41;42;49;50;33;A-;
SABER1120121059073;F;15001;TUNJA;52;51;50;43;42;61;60;35;A-;
SABER1120121059074;F;15759;SOGAMOSO;54;49;46;41;51;48;43;39;A-;
SABER1120121059075;M;15759;SOGAMOSO;54;57;51;45;69;59;57;45;A1;
SABER1120121059076;F;11001;BOGOTÁ D.C.;38;19;40;41;42;39;24;42;A-;
SABER1120121059077;M;15759;SOGAMOSO;48;43;40;22;44;45;39;43;A-;
SABER1120121059078;M;15759;SOGAMOSO;48;57;51;26;51;47;42;40;A-;
SABER1120121059079;F;11001;BOGOTÁ D.C.;48;30;48;39;46;50;36;43;A1;
SABER1120121059080;F;50001;VILLAVICENCIO;61;62;50;50;45;57;54;47;A1;
SABER1120121059081;M;68755;SOCORRO;46;46;47;39;36;47;57;20;A-;
SABER1120121059082;M;15759;SOGAMOSO;44;43;44;41;39;38;52;37;A-;
SABER1120121059083;M;11001;BOGOTÁ D.C.;61;59;51;50;46;52;44;39;A-;
SABER1120121059084;F;11001;BOGOTÁ D.C.;57;59;51;48;36;45;39;43;A1;
SABER1120121059085;F;11001;BOGOTÁ D.C.;54;71;44;48;46;37;57;42;A-;
SABER1120121059086;F;15759;SOGAMOSO;48;54;47;38;40;40;49;33;A-;
SABER1120121059087;F;15759;SOGAMOSO;61;60;58;58;51;50;47;43;A1;
SABER1120121059088;F;15759;SOGAMOSO;59;40;54;43;42;52;44;43;A1;
SABER1120121059089;F;15759;SOGAMOSO;46;57;51;52;46;51;57;43;A1;
SABER1120121059090;F;15759;SOGAMOSO;48;52;44;48;42;49;42;39;A-;
SABER1120121059091;M;15759;SOGAMOSO;38;65;34;26;34;30;42;33;A-;
SABER1120121059092;F;15759;SOGAMOSO;59;60;49;48;42;52;42;40;A-;
SABER1120121059093;F;15759;SOGAMOSO;54;59;51;43;51;48;43;46;A1;
SABER1120121059094;M;15759;SOGAMOSO;44;49;45;34;39;52;39;37;A-;
SABER1120121059095;M;15759;SOGAMOSO;44;57;44;48;42;52;49;43;A-;
SABER1120121059096;F;15759;SOGAMOSO;59;65;42;43;49;52;49;39;A-;
SABER1120121059097;M;15759;SOGAMOSO;44;37;36;34;36;39;47;39;A-;
SABER1120121059098;F;11001;BOGOTÁ D.C.;54;49;49;41;53;52;42;40;A-;
SABER1120121059099;M;15759;SOGAMOSO;41;54;38;39;37;36;49;26;A-;
SABER1120121059100;F;15759;SOGAMOSO;61;59;55;43;36;45;39;31;A-;
SABER1120121059101;M;11001;BOGOTÁ D.C.;46;57;47;26;39;54;54;39;A-;
SABER1120121059102;F;15759;SOGAMOSO;41;54;44;36;36;43;50;40;A-;
SABER1120121059103;M;15759;SOGAMOSO;41;40;42;34;36;32;32;29;A-;
SABER1120121059104;M;13001;CARTAGENA;50;37;49;41;37;44;43;40;A-;
SABER1120121059105;M;15759;SOGAMOSO;52;30;41;41;34;38;36;43;A-;
SABER1120121059106;F;15759;SOGAMOSO;63;40;44;46;49;54;55;50;A1;
SABER1120121059107;M;15001;TUNJA;50;62;49;48;51;50;37;42;A-;
SABER1120121059108;F;15001;TUNJA;54;47;46;45;49;55;57;42;A-;
SABER1120121059109;M;15001;TUNJA;52;49;49;48;51;48;52;42;A-;
SABER1120121059110;M;15001;TUNJA;57;52;44;41;47;44;54;43;A-;
SABER1120121059111;M;11001;BOGOTÁ D.C.;68;89;65;68;72;60;87;60;A2;
SABER1120121059112;M;11001;BOGOTÁ D.C.;41;60;55;45;56;59;60;50;A1;
SABER1120121059113;M;15001;TUNJA;48;59;40;41;47;35;57;51;A1;
SABER1120121059114;M;15001;TUNJA;52;33;40;34;48;44;49;23;A-;
SABER1120121059115;F;15001;TUNJA;56;60;49;42;53;55;57;42;A-;
SABER1120121059116;M;15001;TUNJA;52;83;50;41;60;56;71;47;A1;
SABER1120121059117;F;15001;TUNJA;52;49;47;48;39;45;39;33;A-;
SABER1120121059118;F;15001;TUNJA;48;57;45;38;56;50;33;40;A-;
SABER1120121059119;F;15001;TUNJA;57;65;52;52;58;63;66;42;A-;
SABER1120121059120;F;15001;TUNJA;46;46;51;49;44;45;45;33;A-;
SABER1120121059121;F;15001;TUNJA;63;47;53;49;58;48;39;43;A1;
SABER1120121059122;M;15001;TUNJA;59;57;44;41;46;49;68;45;A1;
SABER1120121059123;F;15001;TUNJA;50;52;41;38;30;52;46;39;A-;
SABER1120121059124;M;15001;TUNJA;46;66;48;43;48;50;47;45;A1;
SABER1120121059125;M;15001;TUNJA;63;66;46;64;55;56;57;45;A1;
SABER1120121059126;F;15001;TUNJA;59;63;55;53;51;56;33;46;A1;
SABER1120121059127;F;15001;TUNJA;52;62;54;42;58;59;57;43;A1;
SABER1120121059128;F;15407;VILLA DE LEYVA;44;43;40;26;46;41;44;26;A-;
SABER1120121059129;M;15407;VILLA DE LEYVA;50;49;51;32;46;42;42;40;A-;
SABER1120121059130;M;15407;VILLA DE LEYVA;48;43;42;33;45;47;40;39;A-;
SABER1120121059131;M;15407;VILLA DE LEYVA;52;49;47;39;42;40;36;35;A-;
SABER1120121059132;F;15407;VILLA DE LEYVA;36;34;44;27;47;45;33;33;A-;
SABER1120121059133;M;15407;VILLA DE LEYVA;56;43;50;43;56;61;49;50;A1;
SABER1120121059134;F;68001;BUCARAMANGA;66;71;47;71;58;66;54;60;A2;
SABER1120121059135;M;68001;BUCARAMANGA;69;71;62;77;66;71;81;83;B+;
SABER1120121059136;M;68001;BUCARAMANGA;63;63;51;55;44;52;60;48;A1;
SABER1120121059137;F;68001;BUCARAMANGA;54;57;54;50;53;60;57;45;A1;
SABER1120121059138;F;68001;BUCARAMANGA;54;54;52;35;49;57;39;35;A-;
SABER1120121059139;M;68001;BUCARAMANGA;54;46;47;34;39;49;47;42;A-;
SABER1120121059140;F;68001;BUCARAMANGA;61;60;55;61;53;54;57;60;A2;
SABER1120121059141;F;68001;BUCARAMANGA;61;52;52;55;57;60;52;68;B1;
SABER1120121059142;F;68001;BUCARAMANGA;61;49;54;50;46;47;42;46;A1;
SABER1120121059143;F;68001;BUCARAMANGA;61;63;58;50;48;56;62;63;B1;
SABER1120121059144;M;68001;BUCARAMANGA;69;65;60;48;61;61;60;65;B1;
SABER1120121059145;F;68001;BUCARAMANGA;63;63;49;65;63;56;47;77;B1;
SABER1120121059146;F;68001;BUCARAMANGA;63;74;64;49;58;63;76;53;A2;
SABER1120121059147;F;68001;BUCARAMANGA;63;57;60;55;54;57;66;83;B+;
SABER1120121059148;F;68001;BUCARAMANGA;54;44;48;41;36;32;36;47;A1;
SABER1120121059149;F;68001;BUCARAMANGA;68;60;56;58;55;58;55;83;B+;
SABER1120121059150;F;68001;BUCARAMANGA;54;57;57;48;48;58;52;57;A2;
SABER1120121059151;F;68001;BUCARAMANGA;57;62;49;33;49;55;46;53;A2;
SABER1120121059152;F;68001;BUCARAMANGA;71;71;57;31;49;45;39;92;B+;
SABER1120121059153;F;68001;BUCARAMANGA;79;62;64;63;56;59;59;75;B1;
SABER1120121059154;F;68001;BUCARAMANGA;57;49;54;34;53;32;47;50;A1;
SABER1120121059155;F;68001;BUCARAMANGA;56;55;53;61;42;49;42;65;B1;
SABER1120121059156;F;68001;BUCARAMANGA;57;46;58;55;48;65;49;80;B1;
SABER1120121059157;F;68001;BUCARAMANGA;61;47;49;42;42;51;59;46;A1;
SABER1120121059158;F;68001;BUCARAMANGA;46;49;41;36;34;40;29;43;A-;
SABER1120121059159;M;68001;BUCARAMANGA;52;78;58;55;56;55;69;77;B1;
SABER1120121059160;F;68001;BUCARAMANGA;54;57;48;47;49;50;45;61;A2;
SABER1120121059161;F;68001;BUCARAMANGA;59;40;38;41;42;54;44;43;A-;
SABER1120121059162;F;68001;BUCARAMANGA;65;54;58;39;58;68;57;56;A2;
SABER1120121059163;M;68001;BUCARAMANGA;63;71;52;50;57;58;65;51;A1;
SABER1120121059164;M;68001;BUCARAMANGA;66;52;57;55;58;66;63;57;A2;
SABER1120121059165;F;68001;BUCARAMANGA;54;49;55;57;56;46;42;43;A1;
SABER1120121059166;F;68001;BUCARAMANGA;54;57;50;44;51;59;48;50;A1;
SABER1120121059167;F;68001;BUCARAMANGA;66;72;49;55;46;56;57;50;A1;
SABER1120121059168;F;68001;BUCARAMANGA;66;46;46;52;42;51;48;53;A2;
SABER1120121059169;F;68001;BUCARAMANGA;52;46;49;43;48;44;42;55;A2;
SABER1120121059170;F;68001;BUCARAMANGA;57;54;45;37;53;50;45;42;A-;
SABER1120121059171;F;68001;BUCARAMANGA;50;57;54;46;60;58;60;48;A1;
SABER1120121059172;F;68001;BUCARAMANGA;59;46;44;50;53;43;44;70;B1;
SABER1120121059173;F;68001;BUCARAMANGA;63;57;58;58;53;54;57;40;A-;
SABER1120121059174;F;68001;BUCARAMANGA;54;37;47;48;54;61;49;52;A1;
SABER1120121059175;F;68001;BUCARAMANGA;54;51;52;48;34;48;37;43;A-;
SABER1120121059176;F;68001;BUCARAMANGA;61;68;62;58;49;68;66;70;B1;
SABER1120121059177;F;68001;BUCARAMANGA;66;54;58;50;49;55;69;63;B1;
SABER1120121059178;F;68001;BUCARAMANGA;59;68;58;48;44;58;57;60;A2;
SABER1120121059179;F;68001;BUCARAMANGA;54;49;56;48;51;45;47;47;A1;
SABER1120121059180;F;68001;BUCARAMANGA;63;68;57;65;63;60;69;92;B+;
SABER1120121059181;F;68001;BUCARAMANGA;52;57;52;46;53;54;49;59;A2;
SABER1120121059182;F;68001;BUCARAMANGA;61;46;52;48;49;50;47;80;B1;
SABER1120121059183;M;68001;BUCARAMANGA;57;43;45;37;49;51;59;53;A2;
SABER1120121059184;F;68001;BUCARAMANGA;50;52;49;50;46;47;59;50;A1;
SABER1120121059185;F;68001;BUCARAMANGA;59;62;50;53;63;58;63;72;B1;
SABER1120121059186;M;68001;BUCARAMANGA;52;52;62;41;48;44;57;70;B1;
SABER1120121059187;F;68001;BUCARAMANGA;54;49;51;48;54;53;49;43;A-;
SABER1120121059188;M;8001;BARRANQUILLA;50;57;51;48;49;52;57;48;A1;
SABER1120121059189;F;68001;BUCARAMANGA;52;71;45;41;39;65;57;50;A1;
SABER1120121059190;F;68001;BUCARAMANGA;61;68;52;58;46;60;69;80;B1;
SABER1120121059191;M;68001;BUCARAMANGA;50;71;51;46;55;60;59;57;A2;
SABER1120121059192;F;68001;BUCARAMANGA;59;54;42;54;63;59;48;37;A-;
SABER1120121059193;M;68001;BUCARAMANGA;54;43;52;37;44;47;49;63;B1;
SABER1120121059194;F;68001;BUCARAMANGA;59;43;45;41;36;37;42;39;A-;
SABER1120121059195;F;68001;BUCARAMANGA;57;57;51;48;53;65;66;60;A2;
SABER1120121059196;F;68001;BUCARAMANGA;63;71;56;52;56;55;72;52;A1;
SABER1120121059197;F;68001;BUCARAMANGA;48;51;42;29;46;45;60;43;A1;
SABER1120121059198;F;68001;BUCARAMANGA;61;59;57;58;44;54;49;61;A2;
SABER1120121059199;F;68001;BUCARAMANGA;63;71;38;55;63;63;66;72;B1;
SABER1120121059200;F;68001;BUCARAMANGA;66;47;53;41;54;55;54;55;A2;
SABER1120121059201;F;68001;BUCARAMANGA;65;79;58;55;55;60;65;77;B1;
SABER1120121059202;F;68001;BUCARAMANGA;63;52;58;50;58;57;69;55;A2;
SABER1120121059203;F;68001;BUCARAMANGA;57;52;58;48;63;66;52;59;A2;
SABER1120121059204;M;68001;BUCARAMANGA;57;62;55;46;53;58;57;61;A2;
SABER1120121059205;F;68001;BUCARAMANGA;66;71;62;72;63;70;81;59;A2;
SABER1120121059206;F;68001;BUCARAMANGA;50;57;44;48;55;43;55;48;A1;
SABER1120121059207;M;68001;BUCARAMANGA;66;59;53;63;51;66;69;59;A2;
SABER1120121059208;F;68001;BUCARAMANGA;54;41;51;43;44;54;47;52;A1;
SABER1120121059209;F;68001;BUCARAMANGA;61;49;65;58;53;56;59;61;A2;
SABER1120121059210;F;68001;BUCARAMANGA;63;52;53;57;49;61;72;46;A1;
SABER1120121059211;M;68001;BUCARAMANGA;59;100;64;55;69;60;88;63;B1;
SABER1120121059212;F;68001;BUCARAMANGA;68;62;58;55;60;60;66;68;B1;
SABER1120121059213;F;68001;BUCARAMANGA;61;57;58;57;61;55;65;56;A2;
SABER1120121059214;F;68001;BUCARAMANGA;54;59;60;45;54;63;46;56;A2;
SABER1120121059215;F;68001;BUCARAMANGA;54;49;42;40;39;50;51;39;A-;
SABER1120121059216;F;68001;BUCARAMANGA;52;57;52;52;51;53;46;43;A1;
SABER1120121059217;F;68001;BUCARAMANGA;57;57;58;54;61;50;51;65;B1;
SABER1120121059218;M;68001;BUCARAMANGA;59;65;56;47;49;50;54;45;A1;
SABER1120121059219;M;68001;BUCARAMANGA;38;59;58;60;56;61;72;50;A1;
SABER1120121059220;F;68001;BUCARAMANGA;57;49;54;50;53;58;50;52;A1;
SABER1120121059221;F;68001;BUCARAMANGA;50;57;49;57;42;52;54;61;A2;
SABER1120121059222;M;68001;BUCARAMANGA;41;57;51;46;44;47;55;40;A-;
SABER1120121059223;F;68001;BUCARAMANGA;44;51;50;35;44;37;39;53;A2;
SABER1120121059224;F;68001;BUCARAMANGA;54;46;57;50;44;62;57;65;B1;
SABER1120121059225;M;68001;BUCARAMANGA;56;43;54;42;51;48;39;50;A1;
SABER1120121059226;F;68001;BUCARAMANGA;61;49;58;57;56;57;49;51;A1;
SABER1120121059227;F;68001;BUCARAMANGA;59;62;66;63;58;66;66;72;B1;
SABER1120121059228;F;68001;BUCARAMANGA;61;60;49;55;66;65;60;55;A2;
SABER1120121059229;M;68001;BUCARAMANGA;57;59;57;41;58;54;55;65;B1;
SABER1120121059230;F;68001;BUCARAMANGA;61;75;53;57;58;71;65;51;A1;
SABER1120121059231;F;68001;BUCARAMANGA;59;46;51;33;45;53;54;51;A1;
SABER1120121059232;F;68001;BUCARAMANGA;54;43;51;42;46;50;45;40;A-;
SABER1120121059233;F;68001;BUCARAMANGA;38;46;45;41;44;49;52;42;A-;
SABER1120121059234;M;68001;BUCARAMANGA;50;62;53;42;58;53;65;55;A2;
SABER1120121059235;F;68001;BUCARAMANGA;57;57;40;48;46;52;57;51;A1;
SABER1120121059236;F;68001;BUCARAMANGA;61;54;52;49;46;53;45;51;A1;
SABER1120121059237;F;68001;BUCARAMANGA;61;40;60;52;53;46;59;48;A1;
SABER1120121059238;F;68001;BUCARAMANGA;66;54;51;45;42;53;54;68;B1;
SABER1120121059239;F;68001;BUCARAMANGA;63;52;51;52;51;66;69;80;B1;
SABER1120121059240;M;68001;BUCARAMANGA;68;65;65;60;66;77;76;53;A2;
SABER1120121059241;F;68001;BUCARAMANGA;61;65;58;67;58;66;72;43;A1;
SABER1120121059242;F;68001;BUCARAMANGA;54;54;42;43;42;57;52;42;A-;
SABER1120121059243;F;68001;BUCARAMANGA;50;46;49;45;47;44;49;43;A-;
SABER1120121059244;F;68001;BUCARAMANGA;61;54;44;43;39;47;44;35;A-;
SABER1120121059245;M;68001;BUCARAMANGA;57;79;56;48;46;54;68;57;A2;
SABER1120121059246;M;68001;BUCARAMANGA;50;60;47;50;47;55;63;60;A2;
SABER1120121059247;M;68001;BUCARAMANGA;68;68;58;50;63;77;60;83;B+;
SABER1120121059248;F;68001;BUCARAMANGA;57;79;47;34;60;49;63;53;A2;
SABER1120121059249;F;68001;BUCARAMANGA;52;49;58;39;46;56;42;50;A1;
SABER1120121059250;F;68001;BUCARAMANGA;50;34;47;42;42;46;42;23;A-;
SABER1120121059251;M;68001;BUCARAMANGA;66;54;50;40;51;48;45;47;A1;
SABER1120121059252;F;68001;BUCARAMANGA;69;57;65;60;53;51;54;59;A2;
SABER1120121059253;F;68001;BUCARAMANGA;69;79;55;54;56;63;69;63;B1;
SABER1120121059254;F;68001;BUCARAMANGA;52;54;42;17;44;53;48;39;A-;
SABER1120121059255;F;68001;BUCARAMANGA;48;46;42;45;47;52;57;51;A1;
SABER1120121059256;F;68001;BUCARAMANGA;54;78;49;46;57;47;49;55;A2;
SABER1120121059257;F;68001;BUCARAMANGA;63;60;53;44;61;51;69;59;A2;
SABER1120121059258;F;68081;BARRANCABERMEJA;56;51;47;41;51;54;42;50;A1;
SABER1120121059259;M;68001;BUCARAMANGA;59;68;60;58;51;62;80;70;B1;
SABER1120121059260;F;68755;SOCORRO;61;44;49;46;42;52;55;46;A1;
SABER1120121059261;F;68755;SOCORRO;44;57;49;52;47;61;43;52;A1;
SABER1120121059262;F;50001;VILLAVICENCIO;66;51;44;35;46;45;32;26;A-;
SABER1120121059263;F;68001;BUCARAMANGA;44;43;45;42;33;39;39;43;A1;
SABER1120121059264;F;68001;BUCARAMANGA;46;34;51;17;42;39;39;40;A-;
SABER1120121059265;F;68001;BUCARAMANGA;46;46;42;32;42;35;36;40;A-;
SABER1120121059266;M;68001;BUCARAMANGA;59;89;58;58;55;58;71;75;B1;
SABER1120121059267;F;68001;BUCARAMANGA;54;71;62;50;58;55;66;80;B1;
SABER1120121059268;M;68001;BUCARAMANGA;52;75;44;48;53;56;77;63;B1;
SABER1120121059269;F;68001;BUCARAMANGA;63;57;47;43;46;52;47;61;A2;
SABER1120121059270;M;68001;BUCARAMANGA;61;79;57;53;53;54;68;80;B1;
SABER1120121059271;M;68001;BUCARAMANGA;44;47;28;22;46;38;47;61;A2;
SABER1120121059272;M;68001;BUCARAMANGA;57;60;51;64;48;60;80;60;A2;
SABER1120121059273;F;68001;BUCARAMANGA;63;72;46;58;53;52;62;80;B1;
SABER1120121059274;M;68001;BUCARAMANGA;63;75;62;53;63;54;63;96;B+;
SABER1120121059275;F;68001;BUCARAMANGA;54;72;60;53;55;68;72;88;B+;
SABER1120121059276;M;68001;BUCARAMANGA;63;65;57;46;63;58;63;72;B1;
SABER1120121059277;M;68001;BUCARAMANGA;57;60;56;52;54;66;57;63;B1;
SABER1120121059278;M;68001;BUCARAMANGA;56;62;47;53;44;54;66;88;B+;
SABER1120121059279;F;68001;BUCARAMANGA;46;46;47;35;51;39;45;43;A-;
SABER1120121059280;M;68001;BUCARAMANGA;61;54;58;68;53;60;52;63;B1;
SABER1120121059281;F;68001;BUCARAMANGA;52;43;47;54;56;43;45;40;A-;
SABER1120121059282;M;68001;BUCARAMANGA;59;57;52;50;46;54;33;48;A1;
SABER1120121059283;M;68001;BUCARAMANGA;50;78;48;43;49;50;66;50;A1;
SABER1120121059284;M;68001;BUCARAMANGA;50;68;58;45;61;59;72;60;A2;
SABER1120121059285;M;68001;BUCARAMANGA;66;68;49;39;55;60;62;39;A-;
SABER1120121059286;F;68001;BUCARAMANGA;54;52;58;41;63;63;81;42;A-;
SABER1120121059287;F;68001;BUCARAMANGA;50;40;44;39;34;50;29;40;A-;
SABER1120121059288;F;68001;BUCARAMANGA;59;74;45;43;49;60;52;48;A1;
SABER1120121059289;M;68001;BUCARAMANGA;50;46;46;41;42;47;36;43;A-;
SABER1120121059290;F;68001;BUCARAMANGA;48;60;57;37;53;55;62;42;A-;
SABER1120121059291;F;68001;BUCARAMANGA;59;60;53;48;48;50;65;42;A-;
SABER1120121059292;M;68001;BUCARAMANGA;54;59;58;43;56;61;72;40;A-;
SABER1120121059293;M;68001;BUCARAMANGA;66;68;56;55;63;61;76;43;A1;
SABER1120121059294;M;68001;BUCARAMANGA;59;49;53;43;53;45;29;37;A-;
SABER1120121059295;M;68001;BUCARAMANGA;48;49;57;39;44;49;42;52;A1;
SABER1120121059296;F;68001;BUCARAMANGA;56;52;34;41;53;56;47;42;A-;
SABER1120121059297;F;68001;BUCARAMANGA;52;57;47;36;42;61;49;45;A1;
SABER1120121059298;M;68001;BUCARAMANGA;46;46;44;42;53;61;54;42;A-;
SABER1120121059299;F;68001;BUCARAMANGA;56;63;48;50;53;72;57;46;A1;
SABER1120121059300;F;68001;BUCARAMANGA;54;49;51;53;55;52;52;48;A1;
SABER1120121059301;M;68001;BUCARAMANGA;63;55;49;48;54;55;66;43;A-;
SABER1120121059302;M;68001;BUCARAMANGA;61;59;60;52;49;63;86;70;B1;
SABER1120121059303;F;68001;BUCARAMANGA;52;43;44;40;58;48;39;39;A-;
SABER1120121059304;F;68001;BUCARAMANGA;61;55;51;40;51;48;39;43;A-;
SABER1120121059305;M;68001;BUCARAMANGA;44;62;44;55;55;47;55;60;A2;
SABER1120121059306;F;68001;BUCARAMANGA;50;43;38;37;46;45;49;35;A-;
SABER1120121059307;F;68001;BUCARAMANGA;61;41;53;55;42;50;49;51;A1;
SABER1120121059308;F;68001;BUCARAMANGA;54;46;52;43;51;56;57;33;A-;
SABER1120121059309;M;68001;BUCARAMANGA;61;62;58;43;60;47;65;43;A-;
SABER1120121059310;F;68001;BUCARAMANGA;54;43;47;48;42;45;42;50;A1;
SABER1120121059311;F;68001;BUCARAMANGA;59;43;52;44;51;57;62;46;A1;
SABER1120121059312;M;68001;BUCARAMANGA;41;30;28;32;51;38;42;31;A-;
SABER1120121059313;F;68001;BUCARAMANGA;63;51;57;53;42;47;50;45;A1;
SABER1120121059314;F;68001;BUCARAMANGA;59;68;62;50;53;60;63;33;A-;
SABER1120121059315;F;68001;BUCARAMANGA;54;63;49;48;58;63;69;43;A-;
SABER1120121059316;F;68001;BUCARAMANGA;54;52;44;43;54;59;57;45;A1;
SABER1120121059317;M;68001;BUCARAMANGA;52;68;57;55;55;58;63;45;A1;
SABER1120121059318;F;68001;BUCARAMANGA;63;71;60;55;49;50;66;68;B1;
SABER1120121059319;F;68001;BUCARAMANGA;52;41;46;35;49;37;36;39;A-;
SABER1120121059320;M;68001;BUCARAMANGA;72;55;57;47;56;51;59;61;A2;
SABER1120121059321;F;68001;BUCARAMANGA;54;47;39;30;45;44;49;50;A1;
SABER1120121059322;M;68001;BUCARAMANGA;52;55;49;41;48;50;47;43;A1;
SABER1120121059323;F;68001;BUCARAMANGA;48;49;42;35;42;43;48;31;A-;
SABER1120121059324;F;68001;BUCARAMANGA;50;43;52;34;37;49;39;40;A-;
SABER1120121059325;M;68001;BUCARAMANGA;61;78;62;58;63;60;88;70;B1;
SABER1120121059326;M;68001;BUCARAMANGA;48;68;47;39;46;49;52;29;A-;
SABER1120121059327;M;68001;BUCARAMANGA;50;40;42;23;40;50;49;35;A-;
SABER1120121059328;M;68001;BUCARAMANGA;39;52;45;36;39;45;44;43;A-;
SABER1120121059329;M;68001;BUCARAMANGA;63;62;50;52;61;57;57;50;A1;
SABER1120121059330;M;68001;BUCARAMANGA;59;62;58;47;46;51;57;43;A1;
SABER1120121059331;F;68001;BUCARAMANGA;57;65;62;69;58;56;57;51;A1;
SABER1120121059332;M;68001;BUCARAMANGA;63;75;56;55;46;62;69;53;A2;
SABER1120121059333;F;68001;BUCARAMANGA;54;49;42;38;40;44;46;33;A-;
SABER1120121059334;F;68001;BUCARAMANGA;59;51;58;53;53;56;57;40;A-;
SABER1120121059335;F;68755;SOCORRO;59;68;50;44;46;61;57;42;A-;
SABER1120121059336;M;68001;BUCARAMANGA;71;79;56;63;53;59;69;57;A2;
SABER1120121059337;M;68001;BUCARAMANGA;50;55;48;49;44;41;57;56;A2;
SABER1120121059338;M;68001;BUCARAMANGA;63;57;49;54;61;53;57;72;B1;
SABER1120121059339;F;68001;BUCARAMANGA;56;54;44;54;39;45;48;45;A1;
SABER1120121059340;F;68001;BUCARAMANGA;46;33;40;43;48;58;42;43;A-;
SABER1120121059341;M;68001;BUCARAMANGA;41;65;51;37;48;58;65;59;A2;
SABER1120121059342;F;68001;BUCARAMANGA;52;43;40;46;51;52;55;33;A-;
SABER1120121059343;M;68001;BUCARAMANGA;46;46;40;41;51;50;44;43;A1;
SABER1120121059344;M;68001;BUCARAMANGA;61;57;46;41;39;50;42;43;A1;
SABER1120121059345;M;68001;BUCARAMANGA;50;52;58;43;51;49;52;59;A2;
SABER1120121059346;F;68001;BUCARAMANGA;54;43;45;36;37;40;33;43;A1;
SABER1120121059347;F;68001;BUCARAMANGA;50;37;44;31;49;39;44;29;A-;
SABER1120121059348;F;68001;BUCARAMANGA;63;60;45;37;53;60;59;51;A1;
SABER1120121059349;F;68001;BUCARAMANGA;54;60;53;58;53;56;52;53;A2;
SABER1120121059350;M;68001;BUCARAMANGA;54;65;52;55;63;65;77;37;A-;
SABER1120121059351;F;68001;BUCARAMANGA;54;59;52;55;58;61;43;37;A-;
SABER1120121059352;F;68001;BUCARAMANGA;59;59;57;57;58;53;54;43;A1;
SABER1120121059353;M;68001;BUCARAMANGA;54;57;57;42;70;55;65;68;B1;
SABER1120121059354;M;68001;BUCARAMANGA;44;43;54;43;49;50;50;37;A-;
SABER1120121059355;M;68001;BUCARAMANGA;54;74;56;43;51;63;72;59;A2;
SABER1120121059356;F;68001;BUCARAMANGA;57;46;46;54;46;51;48;46;A1;
SABER1120121059357;F;68001;BUCARAMANGA;57;49;49;36;47;47;49;35;A-;
